label,question
3,помогать правильно находить продукт
4,хотеть точно придумывать заявка должность
4,помогать оставлять анкета сотрудник
2,данный номер диспетчер справочный служба
3,правильно подбирать лекарство
1,че приносить период карта
4,мочь быстро направлять анкета сотрудник
1,непонятно че давать период
4,мочь правильно заполнять заявка должность
2,мочь находить данный номер справка
3,посоветовать выбирать лекарство
1,непонятно дарить период
1,рассказывать че давать период
3,помогать точно находить медикамент
1,просвещать давать данный период
2,хотеть номер справочный консультация
3,желать правильно отыскивать товар
3,медикамент
4,позволять правильно набирать заявка должность
3,хотеть находить медикамент
1,обозначать период сайт
3,хотеть правильно подбирать товар
2,взять информация справка
1,поделиться период
3,желать присматривать лекарство
3,помогать подыскивать средство
4,хотеть точно оставлять анкета
2,насчет данные телефон оператор справка
2,хотеть номер диспетчер справка
1,просвещать служить период
1,смысл обозначать период карта
1,непонятно че дарить период
2,хотеть информация номер диспетчер справка
1,поделиться че свидетельствовать цифра период
1,просвещать обозначать период
2,объяснять взять номер телефон справочный информация
1,просвещать че период
2,хотеть получать номер справочный консультация
3,хотеть отыскивать медикамент
1,объяснять свидетельствовать цифра период
1,рассказывать понимать дарить цифра период
1,прояснять дарить период
3,желать подбирать продукт
4,мочь быстро оформлять резюме
1,обозначать период карта
1,понимать период
1,использовать период карта
2,мочь находить информация номер справочный служба
4,хотеть быстро придумывать анкета
2,знать номерок справка
1,рассказывать давать период
1,рассказывать понимать данные период
2,желать данный номер справка
3,желать правильно подбирать лекарство
2,подсказывать информация справка
1,обозначать период сайт
3,помогать точно выбирать медикамент
4,хотеть составлять резюме
4,желать правильно оставлять анкета сотрудник
1,смысл значить период сайт
2,объяснять взять номер телефон справка
4,точно составлять анкета сотрудник
1,непонятно што давать цифра период
1,што служить цифра период
2,хотеть связываться диспетчер справка
2,находить номер справочный служба
4,помогать точно оставлять анкета
2,номерок справочный служба
1,объяснять использовать период карта
4,помогать точно подавать анкета
1,смысл приносить период сайт
2,информация номер диспетчер справочный служба
2,мочь узнавать номер диспетчер справка
4,помогать составлять заявка пост
1,просвещать обозначать период
2,мочь узнавать информация справочный служба
3,посоветовать находить продукт
4,хотеть быстро подавать заявка работа
4,помогать правильно оставлять резюме
2,хотеть информация справка
2,хотеть информация номер справка
4,позволять правильно оформлять заявка должность
1,рассказывать давать период
2,хотеть получать номер телефон справочный консультация
3,хотеть подыскивать лекарство
3,помогать правильно отыскивать медикамент
2,хотеть связываться оператор справка
2,неясность телефон оператор справочный служба
1,рассказывать давать период сайт
3,правильно выбирать продукт
4,хотеть точно набросать резюме
2,желать номер оператор справочный служба
4,позволять правильно заполнять заявка работа
4,желать подавать заявка должность
2,взять номер справочный служба
3,хотеть правильно подыскивать лекарство
3,хотеть подыскивать средство
4,желать написать анкета сотрудник
4,помогать быстро набирать анкета сотрудник
4,помогать придумывать резюме
1,объяснять значить период сайт
3,присматривать средство
3,желать правильно подыскивать товар
2,взять давать номер справка
2,давать информация номер справочный служба
2,связываться оператор справочный служба
3,желать разбирать товар
4,мочь правильно оформлять резюме
2,хотеть данный номер справочный служба
4,хотеть быстро составлять анкета
4,желать заполнять анкета сотрудник
3,посоветовать присматривать продукт
3,хотеть разбирать лекарство
2,мочь узнавать информация оператор справка
3,желать правильно подбирать медикамент
4,помогать быстро заполнять анкета сотрудник
4,помогать быстро составлять анкета сотрудник
1,што приносить период сайт
1,просвещать че обозначать период
3,посоветовать медикамент
1,дарить данные период
4,быстро подавать анкета сотрудник
4,позволять быстро подавать заявка пост
4,желать быстро набирать анкета сотрудник
4,точно набирать анкета сотрудник
1,смысл обозначать период карта
4,быстро составлять заявка пост
3,продукт
3,посоветовать точно присматривать медикамент
4,желать точно подавать заявка работа
4,позволять оформлять заявка должность
4,позволять оставлять заявка должность
1,рассказывать давать период сайт
4,желать правильно составлять анкета
3,посоветовать точно отыскивать средство
2,прояснять насчет номер телефон оператор справка
2,мочь узнавать информация номер диспетчер справка
2,прояснять насчет номер телефон справка
2,знать номерок справка
4,помогать точно заполнять заявка работа
4,правильно заполнять заявка должность
4,помогать правильно оставлять анкета
3,хотеть находить лекарство
2,мочь находить связываться оператор справка
4,точно оставлять заявка пост
3,посоветовать точно находить медикамент
2,мочь находить номерок справочный служба
3,помогать правильно товар
1,поделиться давать цифра период
3,посоветовать правильно разбирать медикамент
4,желать точно подавать заявка должность
2,данный номер справочный служба
1,непонятно понимать служить данные период
4,хотеть правильно направлять анкета
1,рассказывать свидетельствовать период
3,хотеть точно подбирать медикамент
2,хотеть номер диспетчер справка
1,рассказывать давать цифра период
1,смысл обозначать период карта
4,позволять оставлять заявка работа
4,желать написать заявка должность
3,желать разбирать средство
4,хотеть придумывать заявка пост
2,мочь находить информация справочный служба
1,че использовать период карта
1,рассказывать дарить период
3,подбирать товар
4,хотеть точно направлять заявка работа
4,помогать оставлять заявка должность
3,посоветовать лекарство
4,мочь оставлять заявка пост
4,мочь правильно подавать заявка должность
3,подбирать медикамент
4,желать быстро оформлять заявка пост
1,прояснять што дарить цифра период
1,давать период карта
4,мочь быстро подавать анкета
1,обозначать период карта
4,помогать точно подавать заявка должность
4,помогать быстро написать анкета
4,позволять составлять резюме
4,позволять быстро набирать заявка пост
4,желать точно набирать анкета сотрудник
3,желать выбирать товар
4,быстро заполнять заявка пост
1,непонятно че цифра период
2,мочь дозваниваться информация справка
1,данные период
2,желать информация номер оператор справка
1,поделиться цифра период
1,дарить период
3,помогать продукт
4,позволять составлять анкета
4,быстро написать заявка пост
1,прояснять што дарить период
1,рассказывать данные период
4,помогать набросать анкета
4,набирать заявка работа
3,желать правильно разбирать средство
1,поделиться служить период
1,поделиться период
3,хотеть правильно подбирать средство
2,подсказывать данный номер справка
4,помогать направлять заявка пост
1,значить период карта
1,поделиться обозначать период
3,хотеть правильно разбирать продукт
4,мочь составлять заявка работа
1,поделиться што дарить период
1,польза значить период карта
2,связываться справочный служба
4,помогать правильно подавать заявка должность
1,рассказывать дарить период
4,желать быстро направлять заявка должность
4,правильно набросать заявка пост
1,поделиться че служить цифра период
1,поделиться период
3,правильно подыскивать продукт
2,номер оператор справочный служба
4,хотеть быстро набирать анкета
2,номер оператор справочный служба
3,помогать точно выбирать лекарство
1,непонятно давать цифра период
1,свидетельствовать период
4,заполнять заявка должность
4,помогать правильно написать заявка пост
3,помогать правильно разбирать товар
1,прояснять давать период
4,помогать подавать резюме
4,хотеть направлять резюме
3,посоветовать выбирать средство
4,помогать оформлять заявка работа
1,просвещать свидетельствовать данные период
1,рассказывать приносить период карта
3,хотеть правильно выбирать медикамент
2,мочь находить информация диспетчер справка
4,точно подавать заявка пост
1,прояснять данные период
3,желать точно товар
2,давать информация справочный служба
3,помогать отыскивать лекарство
3,помогать разбирать продукт
4,помогать написать резюме
4,мочь оформлять заявка работа
3,помогать выбирать средство
3,помогать правильно отыскивать товар
2,желать информация номер справка
2,объяснять взять информация справка
2,находить номер справка
4,помогать набросать анкета
2,хотеть информация номер диспетчер справочный служба
3,желать подбирать лекарство
4,мочь направлять заявка должность
1,непонятно давать период
4,желать написать анкета
3,желать правильно средство
1,поделиться што дарить период
2,написать данный номер справка
1,обозначать период карта
4,позволять быстро направлять заявка работа
1,просвещать че период
1,че свидетельствовать период
1,поделиться че период
2,номер оператор справка
4,мочь быстро оставлять анкета
3,желать присматривать товар
1,значить период карта
1,рассказывать приносить период карта
2,номер оператор справочный служба
3,посоветовать правильно подбирать лекарство
3,хотеть подбирать лекарство
4,желать точно направлять анкета сотрудник
4,позволять точно оставлять анкета сотрудник
1,поделиться понимать служить период
1,поделиться че цифра период
3,посоветовать точно подбирать лекарство
1,просвещать обозначать цифра период
1,объяснять давать цифра период
4,мочь набирать заявка работа
3,помогать точно подыскивать средство
4,позволять оформлять заявка работа
3,помогать подбирать медикамент
3,желать точно находить средство
3,посоветовать находить товар
3,хотеть правильно разбирать средство
4,помогать правильно придумывать анкета сотрудник
3,правильно находить лекарство
1,непонятно што дарить цифра период
4,точно составлять резюме
2,неясность телефон справочная служба
2,связываться диспетчер справочный служба
2,мочь узнавать данный номер справочный служба
1,данные период
1,польза давать период карта
3,посоветовать правильно отыскивать средство
4,желать точно направлять резюме
1,использовать период сайт
4,быстро составлять анкета сотрудник
4,хотеть точно направлять заявка пост
1,прояснять понимать обозначать данный период
4,хотеть правильно оформлять заявка должность
2,взять телефон оператор справочный консультация
1,давать период
1,объяснять обозначать период
4,мочь придумывать заявка пост
1,прояснять давать цифра период
4,желать быстро оформлять анкета сотрудник
3,помогать точно присматривать товар
4,позволять точно направлять заявка должность
4,желать точно оставлять заявка пост
2,желать связываться диспетчер справка
4,мочь быстро подавать резюме
3,желать правильно отыскивать медикамент
2,взять номер телефон справочный консультация
3,помогать правильно разбирать медикамент
2,мочь узнавать номерок диспетчер справка
1,просвещать што давать данный период
1,че использовать период карта
2,знать информация номер справочный служба
1,объяснять давать период сайт
4,помогать быстро направлять резюме
3,посоветовать подбирать продукт
2,хотеть номерок диспетчер справочный служба
4,позволять быстро направлять резюме
3,посоветовать правильно присматривать средство
4,желать быстро подавать заявка пост
4,мочь составлять анкета
2,данный номер справка
4,мочь составлять заявка должность
1,поделиться служить период
4,позволять заполнять резюме
4,желать точно оформлять заявка должность
3,правильно продукт
4,позволять правильно набирать анкета сотрудник
1,объяснять значить период сайт
3,посоветовать точно подыскивать лекарство
1,обозначать период
4,позволять быстро направлять заявка должность
4,мочь быстро заполнять заявка пост
4,желать заполнять анкета
3,желать отыскивать медикамент
1,объяснять давать данный период
4,помогать быстро оформлять анкета
1,рассказывать использовать период карта
3,помогать точно находить средство
4,точно написать заявка работа
1,обозначать период карта
2,подсказывать телефон справочный консультация
4,мочь заполнять заявка пост
3,помогать правильно подыскивать средство
4,позволять составлять резюме
2,прояснять насчет данный номер оператор справка
2,желать информация номер диспетчер справка
2,насчет телефон оператор справка
4,помогать точно оставлять заявка должность
1,прояснять служить период
3,точно подбирать средство
2,данный номер справочный служба
2,данный номер диспетчер справка
3,посоветовать правильно выбирать лекарство
4,мочь правильно набирать заявка пост
2,номер справка
2,номерок оператор справочный служба
2,хотеть номер диспетчер справка
4,помогать оставлять анкета сотрудник
3,правильно отыскивать товар
2,находить номерок справочный служба
4,позволять оформлять резюме
4,мочь придумывать заявка пост
1,што обозначать цифра период
3,желать правильно подбирать средство
3,подыскивать медикамент
4,хотеть точно набирать заявка работа
3,помогать лекарство
4,хотеть быстро набросать анкета
4,мочь придумывать анкета
3,правильно находить средство
3,желать подбирать медикамент
1,давать период сайт
3,хотеть точно выбирать медикамент
4,заполнять заявка работа
4,позволять составлять заявка пост
1,че обозначать период карта
3,посоветовать отыскивать медикамент
1,рассказывать понимать цифра период
1,просвещать свидетельствовать цифра период
4,быстро подавать заявка работа
4,точно написать анкета сотрудник
2,написать номер справка
4,желать набирать резюме
1,непонятно че дарить цифра период
1,што обозначать период карта
1,приносить период карта
2,насчет номер телефон оператор справка
3,посоветовать точно подбирать средство
1,рассказывать што дарить период
3,помогать правильно разбирать лекарство
4,мочь написать анкета сотрудник
3,хотеть правильно медикамент
3,находить товар
3,посоветовать точно лекарство
1,обозначать период
2,хотеть номер оператор справочный консультация
3,помогать точно медикамент
4,желать точно оформлять анкета
4,позволять точно подавать анкета сотрудник
2,давать номер оператор справочный консультация
3,помогать подбирать продукт
1,што дарить данные период
3,помогать точно лекарство
1,рассказывать приносить период сайт
1,просвещать понимать давать цифра период
4,мочь точно направлять анкета сотрудник
2,хотеть номер справка
3,посоветовать отыскивать товар
3,хотеть подыскивать лекарство
1,рассказывать служить период
2,желать информация номер справка
2,номер справочный служба
4,позволять правильно придумывать заявка работа
4,желать быстро оформлять резюме
2,мочь находить номерок справочный служба
3,точно подбирать медикамент
4,позволять оставлять заявка работа
3,посоветовать разбирать товар
3,посоветовать подыскивать продукт
4,позволять быстро заполнять заявка должность
2,откуда информация справка
2,мочь находить связываться оператор справка
4,помогать набросать заявка пост
3,хотеть подбирать товар
3,посоветовать правильно товар
1,объяснять давать цифра период
2,номерок справочный служба
4,хотеть правильно оформлять анкета сотрудник
4,позволять подавать заявка должность
2,написать информация номер справка
2,рассказывать телефон справочный консультация
3,хотеть выбирать лекарство
4,хотеть точно направлять анкета
4,помогать оформлять заявка должность
3,желать точно подбирать средство
2,находить информация справка
2,проблема телефон справочная служба
2,мочь находить информация номер справочный служба
1,непонятно служить период
3,хотеть точно отыскивать лекарство
4,помогать составлять резюме
4,хотеть правильно оформлять заявка пост
1,понимать дарить период
2,мочь узнавать номер справочный служба
3,правильно подыскивать продукт
1,просвещать служить данные период
2,прояснять насчет телефон оператор справка
2,трудность номер справка
1,непонятно понимать давать период
2,мочь узнавать номер справка
1,объяснять што дарить период
4,желать оставлять анкета сотрудник
4,позволять правильно составлять заявка должность
3,посоветовать подыскивать лекарство
1,прояснять цифра период
3,хотеть правильно присматривать медикамент
1,обозначать период сайт
4,правильно подавать анкета
1,че обозначать период сайт
4,хотеть направлять анкета
2,связываться оператор справочный служба
4,мочь направлять анкета сотрудник
4,помогать оформлять анкета
3,хотеть точно подбирать товар
4,помогать точно заполнять резюме
4,оставлять резюме
1,понимать свидетельствовать цифра период
3,точно находить медикамент
3,посоветовать подбирать лекарство
2,мочь узнавать связываться оператор справка
4,хотеть быстро оставлять заявка работа
1,поделиться че дарить период
2,хотеть информация номер справка
2,информация справочный служба
2,мочь узнавать связываться диспетчер справка
4,мочь точно придумывать заявка пост
2,знать номерок справка
3,точно разбирать товар
1,понимать данные период
1,объяснять цифра период
2,номерок справочный служба
4,желать быстро оставлять резюме
1,давать период карта
4,хотеть набирать заявка работа
2,откуда номер справочный служба
4,желать правильно составлять резюме
4,хотеть быстро оформлять заявка работа
2,знать связываться справочный служба
1,объяснять понимать дарить период
2,знать информация номер справка
4,хотеть правильно набирать резюме
2,мочь узнавать номерок оператор справочный служба
4,правильно составлять заявка работа
2,насчет телефон справка
3,посоветовать присматривать товар
3,хотеть подбирать средство
4,хотеть придумывать анкета сотрудник
4,желать направлять анкета сотрудник
2,помогать находить информация номер справка
2,номерок диспетчер справка
2,знать связываться справка
2,мочь находить номерок справочный служба
2,рассказывать телефон справочный консультация
2,данный номер справочный служба
2,данные телефон справочный информация
3,посоветовать присматривать средство
4,набирать заявка пост
1,приносить период карта
2,прояснять насчет телефон справка
2,мочь находить номер оператор справочный служба
3,желать правильно выбирать товар
2,мочь дозваниваться телефон оператор справка
2,находить информация справочный служба
4,написать резюме
2,написать информация номер справочный служба
2,насчет номер телефон справочный служба
2,мочь находить данный номер справочный служба
2,желать информация справка
4,мочь набирать заявка должность
1,непонятно свидетельствовать цифра период
2,связываться справочный служба
3,посоветовать подбирать продукт
1,рассказывать дарить цифра период
3,правильно находить медикамент
3,посоветовать отыскивать лекарство
1,просвещать период
1,поделиться понимать служить цифра период
4,желать набирать заявка пост
3,помогать точно отыскивать лекарство
2,хотеть номер справочный консультация
4,позволять заполнять анкета
3,выбирать лекарство
1,объяснять давать период
3,находить продукт
3,посоветовать точно находить лекарство
3,правильно находить товар
3,хотеть присматривать товар
2,мочь узнавать номер диспетчер справочный служба
4,быстро направлять резюме
2,хотеть получать номер оператор справочный консультация
3,хотеть правильно находить средство
2,желать номер оператор справочный служба
2,хотеть номер оператор справочный служба
3,точно выбирать медикамент
4,позволять правильно направлять анкета
3,помогать подбирать средство
1,рассказывать што служить цифра период
1,рассказывать давать цифра период
1,просвещать што служить данные период
1,польза значить период сайт
1,што обозначать период сайт
1,просвещать служить период
1,давать период карта
2,насчет телефон справка
3,посоветовать подыскивать продукт
2,насчет данный номер справочный информация
3,посоветовать присматривать медикамент
3,посоветовать подбирать товар
3,правильно присматривать средство
1,прояснять че период
3,посоветовать подбирать средство
3,посоветовать отыскивать лекарство
4,мочь точно написать заявка работа
4,правильно оставлять анкета сотрудник
1,понимать обозначать период
2,давать номер оператор справочный консультация
2,связываться оператор справка
2,номерок справочный служба
4,помогать быстро оформлять анкета сотрудник
4,позволять точно придумывать заявка работа
3,помогать правильно отыскивать лекарство
1,польза обозначать период карта
2,прояснять насчет информация справочный информация
3,подбирать средство
4,хотеть составлять анкета
3,посоветовать точно отыскивать средство
3,посоветовать точно находить продукт
2,написать связываться справочный служба
4,быстро оформлять анкета
1,объяснять период
3,присматривать медикамент
3,хотеть правильно находить продукт
1,што значить период сайт
3,разбирать товар
1,че давать период карта
4,позволять точно подавать заявка должность
3,хотеть разбирать товар
1,просвещать че цифра период
4,помогать быстро подавать заявка должность
2,написать информация справочный служба
3,отыскивать продукт
3,точно продукт
2,насчет информация справка
1,непонятно служить данные период
1,объяснять давать период
4,хотеть правильно подавать заявка пост
3,посоветовать правильно присматривать медикамент
1,объяснять обозначать период
4,помогать быстро набирать заявка пост
3,помогать точно подбирать медикамент
1,рассказывать че свидетельствовать цифра период
1,использовать период карта
3,посоветовать отыскивать лекарство
1,рассказывать приносить период карта
3,хотеть находить продукт
3,желать медикамент
3,помогать точно разбирать медикамент
2,рассказывать телефон оператор справочный консультация
1,просвещать понимать дарить данные период
4,желать быстро подавать анкета
1,использовать период сайт
1,рассказывать значить период карта
3,помогать точно товар
1,рассказывать обозначать период карта
1,просвещать обозначать данный период
4,хотеть быстро заполнять заявка работа
4,направлять заявка пост
3,помогать находить медикамент
4,помогать оформлять резюме
3,помогать подбирать лекарство
3,хотеть точно подыскивать медикамент
3,помогать подыскивать лекарство
4,желать быстро подавать анкета сотрудник
4,помогать точно придумывать анкета сотрудник
1,давать период сайт
3,помогать точно товар
2,хотеть связываться справочный служба
3,посоветовать точно медикамент
1,поделиться свидетельствовать данные период
4,точно составлять заявка должность
2,подсказывать номер телефон справочный консультация
1,объяснять дарить период
2,объяснять взять телефон справочный служба
1,давать период карта
3,желать правильно находить медикамент
4,позволять направлять резюме
1,понимать давать данный период
3,хотеть точно отыскивать продукт
1,просвещать обозначать период
4,мочь правильно подавать резюме
3,помогать выбирать средство
3,посоветовать правильно подбирать товар
4,помогать точно написать анкета
2,давать номерок справка
2,находить информация номер справка
3,хотеть присматривать продукт
4,помогать быстро направлять заявка должность
4,помогать направлять резюме
3,помогать подбирать лекарство
3,находить медикамент
2,мочь узнавать информация номер оператор справка
4,позволять написать заявка должность
4,быстро заполнять резюме
2,мочь находить информация номер справка
4,мочь точно придумывать анкета сотрудник
4,мочь заполнять анкета сотрудник
3,хотеть точно лекарство
2,давать связываться справка
3,помогать точно подыскивать медикамент
2,связываться диспетчер справка
1,прояснять понимать период
4,оформлять анкета сотрудник
4,помогать заполнять заявка работа
2,помогать находить связываться справка
1,поделиться понимать служить период
1,непонятно што период
1,объяснять што обозначать цифра период
2,откуда данный номер справка
2,телефон справочный информация
4,мочь точно набирать анкета сотрудник
3,желать разбирать продукт
2,неясность номер оператор справочный служба
2,мочь находить номерок диспетчер справочный служба
2,номер диспетчер справка
1,непонятно период
2,хотеть номерок справочный служба
4,хотеть подавать заявка пост
1,объяснять значить период карта
4,мочь правильно придумывать заявка работа
3,помогать выбирать средство
1,обозначать период карта
2,насчет номер справочный информация
4,помогать оформлять заявка пост
3,желать точно присматривать лекарство
2,хотеть связываться оператор справочный служба
3,посоветовать присматривать лекарство
3,хотеть правильно отыскивать средство
3,желать точно находить средство
4,хотеть набросать резюме
4,желать заполнять анкета
2,мочь дозваниваться телефон справочный информация
1,поделиться че дарить период
4,хотеть точно набирать анкета сотрудник
4,мочь набросать резюме
1,што давать период карта
3,помогать выбирать продукт
1,рассказывать давать период
1,дарить цифра период
3,отыскивать медикамент
4,быстро оформлять заявка пост
3,помогать находить лекарство
3,хотеть подыскивать медикамент
4,хотеть придумывать резюме
2,взять данный номер справка
4,позволять подавать резюме
3,посоветовать точно разбирать лекарство
4,помогать быстро придумывать заявка работа
3,желать правильно отыскивать лекарство
1,рассказывать цифра период
4,хотеть точно подавать анкета
1,польза использовать период карта
2,хотеть номерок справка
1,служить цифра период
4,позволять набросать анкета сотрудник
3,желать выбирать средство
4,мочь правильно заполнять анкета
